!CSV A.01.01
!Keysight Technologies,N5222B,MY57181103,A.13.55.04
!Date: Friday, July 24, 2026 15:22:37
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S31(DB),S31(DEG),S11(DB),S11(DEG),S33(DB),S33(DEG)
11059797684.491,-25.440815,-129.63522,-15.030837,150.40314,-12.317841,-100.21709
11059797692.005,-25.41497,-129.89629,-14.997231,150.61168,-12.329109,-100.34286
11059797699.519,-25.390078,-130.07103,-15.04891,150.26321,-12.341502,-100.18866
11059797707.032,-25.443558,-129.94691,-15.039075,150.30029,-12.331656,-100.25764
11059797714.546,-25.302414,-129.80997,-15.033545,150.47498,-12.323589,-100.35893
11059797722.06,-25.474728,-129.87335,-15.002967,150.46716,-12.340159,-100.36096
11059797729.574,-25.451855,-130.10489,-15.021188,150.78905,-12.3515,-100.34274
11059797737.088,-25.534727,-129.36139,-15.001177,150.50816,-12.349459,-100.46449
11059797744.602,-25.499523,-129.44485,-14.993633,150.44196,-12.346576,-100.35026
11059797752.115,-25.494896,-129.47539,-15.022254,150.63239,-12.35725,-100.43758
11059797759.629,-25.448229,-129.52563,-15.014888,150.54152,-12.317461,-100.46004
11059797767.143,-25.447348,-129.39592,-15.013025,150.46751,-12.347606,-100.34415
11059797774.657,-25.393116,-129.36839,-14.994491,150.52327,-12.355749,-100.31115
11059797782.171,-25.338804,-129.80788,-15.058757,150.33624,-12.344819,-100.28361
11059797789.684,-25.395807,-130.15945,-15.050832,150.27118,-12.325099,-100.26101
11059797797.198,-25.358471,-129.92879,-15.057442,150.30612,-12.359841,-100.27155
11059797804.712,-25.330072,-129.90256,-15.037627,150.1375,-12.357166,-100.30226
11059797812.226,-25.332628,-129.82529,-15.064951,150.43584,-12.346848,-100.36361
11059797819.74,-25.386517,-129.6788,-15.014094,150.43613,-12.363508,-100.33577
11059797827.253,-25.436338,-129.74165,-15.009032,150.46027,-12.365152,-100.3543
11059797834.767,-25.422297,-129.70447,-15.026753,150.39192,-12.349915,-100.4408
11059797842.281,-25.47287,-129.67654,-15.0169,150.41423,-12.352311,-100.3844
11059797849.795,-25.444664,-129.56358,-15.021797,150.2729,-12.357042,-100.48485
11059797857.309,-25.351824,-129.87834,-15.006877,150.37402,-12.357531,-100.41885
11059797864.823,-25.370859,-129.50438,-15.030734,150.39771,-12.34318,-100.26477
11059797872.336,-25.40596,-129.82446,-15.040352,150.23717,-12.359826,-100.43694
11059797879.85,-25.278397,-130.13925,-15.033091,150.2951,-12.354979,-100.29019
11059797887.364,-25.274179,-130.08585,-15.067255,150.19341,-12.342188,-100.28941
11059797894.878,-25.244366,-130.26994,-15.056041,150.21719,-12.345862,-100.33656
11059797902.392,-25.235306,-130.21565,-15.074203,150.27742,-12.338481,-100.32379
11059797909.905,-25.351835,-129.65016,-15.058644,150.32207,-12.360359,-100.36483
11059797917.419,-25.305134,-129.68631,-15.028168,150.4942,-12.34661,-100.49139
11059797924.933,-25.372833,-130.0696,-15.062277,150.19623,-12.361488,-100.45076
11059797932.447,-25.383718,-129.41464,-15.038053,150.31743,-12.34502,-100.45301
11059797939.961,-25.429827,-129.83173,-15.054118,150.43486,-12.359355,-100.46946
11059797947.474,-25.445225,-129.70485,-15.048564,150.2924,-12.365964,-100.50452
11059797954.988,-25.301933,-130.13069,-15.0452,150.36537,-12.353631,-100.41879
11059797962.502,-25.30776,-130.27025,-15.044465,150.06215,-12.360576,-100.34378
11059797970.016,-25.253647,-130.2827,-15.054172,150.18071,-12.341686,-100.43233
11059797977.53,-25.263945,-130.21678,-15.073554,150.09119,-12.346661,-100.32814
11059797985.044,-25.275291,-130.42119,-15.095231,149.87003,-12.347197,-100.37451
11059797992.557,-25.191658,-130.71664,-15.104566,150.10378,-12.358152,-100.46223
11059798000.071,-25.250759,-130.20654,-15.058336,150.24234,-12.351658,-100.39311
11059798007.585,-25.318363,-130.06961,-15.060521,150.17726,-12.379313,-100.40411
11059798015.099,-25.302195,-129.98541,-15.070137,150.38606,-12.379922,-100.55485
11059798022.613,-25.336086,-130.1107,-15.052642,150.24612,-12.36318,-100.54177
11059798030.126,-25.369116,-130.52432,-15.048533,150.30453,-12.366761,-100.71085
11059798037.64,-25.285927,-129.84834,-15.040448,150.23557,-12.364848,-100.60231
11059798045.154,-25.259665,-129.72569,-15.071458,150.21301,-12.360734,-100.43808
11059798052.668,-25.213554,-129.85809,-15.060159,150.04263,-12.36042,-100.41772
11059798060.182,-25.210913,-130.7766,-15.085285,150.19923,-12.36172,-100.44674
11059798067.695,-25.1675,-130.73892,-15.089153,150.05981,-12.356078,-100.37837
11059798075.209,-25.187454,-130.76569,-15.094558,149.89169,-12.365372,-100.45309
11059798082.723,-25.132618,-130.67474,-15.092222,149.9899,-12.375186,-100.47399
11059798090.237,-25.235586,-130.42845,-15.119689,150.06641,-12.357609,-100.46123
11059798097.751,-25.202299,-130.10054,-15.068316,150.07341,-12.38275,-100.57195
11059798105.265,-25.283365,-130.37892,-15.07604,150.0213,-12.370177,-100.5813
11059798112.778,-25.290424,-130.11041,-15.062672,150.24248,-12.382609,-100.55661
11059798120.292,-25.300816,-130.16537,-15.062009,150.18785,-12.401708,-100.57991
11059798127.806,-25.282244,-130.06738,-15.04274,150.22595,-12.381309,-100.537
11059798135.32,-25.251022,-129.88394,-15.067213,150.19044,-12.368648,-100.6168
11059798142.834,-25.229088,-130.46065,-15.074528,150.19458,-12.388545,-100.49567
11059798150.347,-25.165096,-129.94453,-15.106974,150.07002,-12.36645,-100.57648
11059798157.861,-25.116465,-130.71725,-15.09553,149.85425,-12.34804,-100.39491
11059798165.375,-25.114756,-130.91302,-15.125469,149.88098,-12.379975,-100.3734
11059798172.889,-25.10718,-130.77759,-15.09569,149.73743,-12.360052,-100.38216
11059798180.403,-25.041847,-130.25021,-15.114841,149.92793,-12.363399,-100.56414
11059798187.916,-25.110462,-130.89072,-15.113069,149.96838,-12.380778,-100.61097
11059798195.43,-25.169065,-130.4371,-15.107745,150.07059,-12.387498,-100.64561
11059798202.944,-25.291075,-130.19273,-15.090169,150.06854,-12.378189,-100.69811
11059798210.458,-25.227728,-130.63243,-15.105317,150.08597,-12.397052,-100.57461
11059798217.972,-25.214693,-129.97632,-15.072032,150.06682,-12.394023,-100.5898
11059798225.486,-25.259026,-130.03896,-15.131479,150.04445,-12.383871,-100.59605
11059798232.999,-25.213104,-130.7092,-15.083814,150.03156,-12.386768,-100.7164
11059798240.513,-25.190128,-130.50896,-15.10833,149.90147,-12.379709,-100.61324
11059798248.027,-25.064896,-130.54417,-15.124665,149.88251,-12.367078,-100.60516
11059798255.541,-25.120401,-130.65642,-15.128357,149.97334,-12.373491,-100.54397
11059798263.055,-25.041451,-130.88362,-15.139245,149.86476,-12.361589,-100.40578
11059798270.568,-25.018015,-131.2283,-15.137938,149.85907,-12.367184,-100.63271
11059798278.082,-25.028976,-130.85915,-15.12274,149.83096,-12.375592,-100.55984
11059798285.596,-25.095688,-130.40945,-15.154027,149.94672,-12.387031,-100.66884
11059798293.11,-25.146549,-130.54248,-15.087638,150.05229,-12.389879,-100.57623
11059798300.624,-25.092056,-130.03189,-15.104344,150.15355,-12.405401,-100.67908
11059798308.137,-25.163815,-130.57896,-15.130279,150.01512,-12.397735,-100.78069
11059798315.651,-25.115337,-130.5029,-15.130446,150.01903,-12.38599,-100.59856
11059798323.165,-25.156681,-130.46042,-15.116447,149.95064,-12.377669,-100.66803
11059798330.679,-25.097322,-130.52197,-15.112418,149.8913,-12.402326,-100.72229
11059798338.193,-25.127609,-130.96341,-15.133448,149.81241,-12.384785,-100.60654
11059798345.707,-25.0588,-130.76074,-15.115738,149.68152,-12.369279,-100.57767
11059798353.22,-25.057215,-130.82347,-15.160612,149.82266,-12.385225,-100.57946
11059798360.734,-25.040051,-130.80479,-15.170362,149.67345,-12.400187,-100.56689
11059798368.248,-24.986141,-131.02182,-15.173342,149.82834,-12.399456,-100.67118
11059798375.762,-25.019859,-130.96758,-15.13521,149.70247,-12.390237,-100.63649
11059798383.276,-25.067263,-131.02525,-15.158825,149.89619,-12.392423,-100.61874
11059798390.789,-25.121647,-131.24539,-15.133155,149.82458,-12.397839,-100.81561
11059798398.303,-25.090429,-130.56207,-15.128017,149.89711,-12.401425,-100.73042
11059798405.817,-25.124786,-130.92905,-15.132289,149.8622,-12.401934,-100.7265
11059798413.331,-25.067221,-130.62126,-15.127229,149.70535,-12.40139,-100.78823
11059798420.845,-25.092594,-130.90239,-15.12147,149.99092,-12.382423,-100.65566
11059798428.358,-25.024454,-130.80608,-15.139957,149.82323,-12.390535,-100.58073
11059798435.872,-24.982401,-131.25398,-15.173892,149.78857,-12.398592,-100.63877
11059798443.386,-24.986746,-131.36716,-15.177438,149.55064,-12.384697,-100.59245
11059798450.9,-24.91,-131.31282,-15.1821,149.58574,-12.377845,-100.74119
11059798458.414,-24.978115,-131.21022,-15.202236,149.80573,-12.400637,-100.63366
11059798465.928,-24.921535,-131.28146,-15.163167,149.78307,-12.3826,-100.71343
11059798473.441,-24.963207,-131.21165,-15.172578,149.65005,-12.391541,-100.8008
11059798480.955,-25.042667,-131.22572,-15.171193,149.76283,-12.408106,-100.72227
11059798488.469,-25.092461,-130.82097,-15.168793,149.77426,-12.41723,-100.85759
11059798495.983,-25.076382,-130.66898,-15.157777,149.83044,-12.405118,-100.79427
11059798503.497,-25.07192,-131.15807,-15.147442,149.60065,-12.403043,-100.7089
11059798511.01,-25.048012,-130.82112,-15.157207,149.74295,-12.418701,-100.71281
11059798518.524,-24.938107,-131.1431,-15.149842,149.84682,-12.416054,-100.83305
11059798526.038,-25.01388,-131.15405,-15.196963,149.7036,-12.404232,-100.66916
11059798533.552,-24.902319,-131.21992,-15.209109,149.4736,-12.394492,-100.76
11059798541.066,-24.940483,-132.02959,-15.212044,149.44414,-12.38385,-100.68181
11059798548.579,-24.949408,-131.32843,-15.231027,149.41718,-12.403058,-100.66394
11059798556.093,-24.90094,-131.00352,-15.21531,149.49219,-12.399943,-100.70981
11059798563.607,-24.895786,-131.21573,-15.197163,149.54048,-12.404338,-100.82225
11059798571.121,-25.010656,-131.21747,-15.187362,149.67912,-12.402162,-100.88527
11059798578.635,-25.038708,-131.1254,-15.185322,149.76949,-12.419453,-100.90632
11059798586.149,-24.993416,-131.33858,-15.172346,149.70999,-12.426484,-100.84351
11059798593.662,-25.014318,-131.05956,-15.168593,149.69479,-12.411888,-100.85792
11059798601.176,-25.004442,-131.13408,-15.173535,149.74434,-12.419521,-100.92538
11059798608.69,-24.91979,-131.0685,-15.171928,149.70355,-12.416264,-100.83042
11059798616.204,-24.96199,-131.09918,-15.186534,149.55232,-12.409608,-100.66736
11059798623.718,-24.943468,-131.3492,-15.185512,149.54544,-12.402856,-100.82104
11059798631.231,-24.846277,-131.4969,-15.22861,149.51631,-12.393492,-100.70776
11059798638.745,-24.914072,-131.53587,-15.225202,149.45453,-12.40062,-100.72132
11059798646.259,-24.816864,-131.80817,-15.228859,149.36746,-12.399239,-100.87037
11059798653.773,-24.878424,-132.04739,-15.229049,149.25777,-12.40926,-100.77803
11059798661.287,-24.828367,-131.46732,-15.213885,149.47549,-12.399205,-100.91775
11059798668.8,-24.891388,-131.3087,-15.217087,149.70996,-12.40996,-100.95856
11059798676.314,-24.844727,-131.31642,-15.206616,149.61992,-12.416793,-100.94431
11059798683.828,-24.971352,-131.39838,-15.179059,149.7484,-12.415852,-101.0338
11059798691.342,-25.017485,-131.21269,-15.212726,149.61238,-12.42372,-100.89351
11059798698.856,-24.931238,-131.54813,-15.203705,149.56505,-12.433722,-101.05563
11059798706.37,-24.872824,-130.87454,-15.195518,149.79176,-12.418222,-100.8274
11059798713.883,-24.822823,-131.5491,-15.212662,149.4014,-12.42095,-100.84835
11059798721.397,-24.797195,-131.42288,-15.224838,149.41437,-12.425998,-100.78463
11059798728.911,-24.838037,-131.88719,-15.228794,149.40363,-12.391298,-100.76572
11059798736.425,-24.865202,-131.92778,-15.234593,149.30421,-12.428715,-100.81104
11059798743.939,-24.810919,-131.67371,-15.234417,149.39655,-12.421927,-100.79181
11059798751.452,-24.780014,-131.84245,-15.244993,149.44701,-12.422511,-100.7683
11059798758.966,-24.859491,-131.70636,-15.227853,149.21385,-12.428366,-101.06962
11059798766.48,-24.880808,-131.46051,-15.220009,149.44107,-12.438015,-101.15271
11059798773.994,-24.774002,-131.19684,-15.205041,149.4093,-12.424791,-101.01967
11059798781.508,-24.851894,-131.51181,-15.202264,149.49274,-12.446517,-101.052
11059798789.021,-24.84654,-131.70425,-15.210903,149.48315,-12.449734,-101.04278
11059798796.535,-24.831533,-131.534,-15.200888,149.54466,-12.425323,-100.89811
11059798804.049,-24.798637,-131.72701,-15.220544,149.46907,-12.434127,-100.98752
11059798811.563,-24.773527,-131.87735,-15.236438,149.40842,-12.427419,-100.94659
11059798819.077,-24.762131,-132.02356,-15.26314,149.2644,-12.424866,-100.98898
11059798826.591,-24.719347,-132.08281,-15.253091,149.3067,-12.422215,-100.97537
11059798834.104,-24.739973,-132.31088,-15.272191,149.17746,-12.416834,-100.90501
11059798841.618,-24.665251,-131.89159,-15.256441,149.24065,-12.430193,-100.86927
11059798849.132,-24.740992,-132.48524,-15.253221,149.17122,-12.43321,-100.93899
11059798856.646,-24.873644,-132.1064,-15.252534,149.40411,-12.423494,-100.94687
11059798864.16,-24.81529,-131.61948,-15.213158,149.33775,-12.464551,-101.10932
11059798871.673,-24.841284,-131.48502,-15.255483,149.50586,-12.442575,-101.06696
11059798879.187,-24.861677,-131.94504,-15.230533,149.34882,-12.471013,-101.04333
11059798886.701,-24.831106,-131.88953,-15.253458,149.40666,-12.452325,-101.10998
11059798894.215,-24.821651,-131.97192,-15.244007,149.20294,-12.450241,-101.02953
11059798901.729,-24.76347,-132.24979,-15.27527,149.37257,-12.458148,-101.00999
11059798909.242,-24.811937,-132.18382,-15.263129,149.13585,-12.434759,-100.93945
11059798916.756,-24.690292,-132.24794,-15.304499,149.09052,-12.417683,-100.9959
11059798924.27,-24.642221,-132.06532,-15.29825,149.07979,-12.429741,-100.93343
11059798931.784,-24.64864,-132.28473,-15.304242,149.17796,-12.443037,-101.01192
11059798939.298,-24.678974,-132.43646,-15.309231,149.15074,-12.436982,-101.0555
11059798946.812,-24.681782,-131.82265,-15.253643,149.1873,-12.4484,-101.11195
11059798954.325,-24.793732,-132.06833,-15.254535,149.27834,-12.452866,-101.12051
11059798961.839,-24.769829,-131.58878,-15.244094,149.30327,-12.473918,-101.24101
11059798969.353,-24.768984,-131.66658,-15.246506,149.2303,-12.459193,-101.10448
11059798976.867,-24.823175,-131.89331,-15.271003,149.28856,-12.448978,-101.13
11059798984.381,-24.70838,-131.85359,-15.277018,149.34538,-12.450779,-101.07008
11059798991.894,-24.646418,-132.1806,-15.274137,149.17358,-12.454123,-101.12382
11059798999.408,-24.674227,-132.24953,-15.278316,149.09549,-12.443283,-101.07671
11059799006.922,-24.654228,-132.5843,-15.260461,148.99095,-12.430678,-100.96328
11059799014.436,-24.601265,-132.39355,-15.298392,149.14174,-12.444339,-100.96545
11059799021.95,-24.630733,-132.33359,-15.312601,149.08621,-12.429526,-100.96658
11059799029.463,-24.619812,-132.39626,-15.30873,148.93184,-12.446687,-101.16093
11059799036.977,-24.645403,-132.15642,-15.287847,148.97549,-12.461492,-101.19997
11059799044.491,-24.700373,-132.28212,-15.289914,149.09335,-12.465107,-101.27447
11059799052.005,-24.736614,-131.90732,-15.242748,149.24223,-12.448237,-101.14298
11059799059.519,-24.735729,-132.20792,-15.271877,149.13875,-12.463336,-101.34534
11059799067.032,-24.710215,-131.97536,-15.291311,149.19327,-12.461595,-101.25365
11059799074.546,-24.696953,-132.15564,-15.281376,149.13715,-12.455554,-101.2659
11059799082.06,-24.669989,-132.38643,-15.283986,149.15308,-12.473857,-101.11998
11059799089.574,-24.685701,-132.73581,-15.309427,149.05272,-12.45704,-101.20675
11059799097.088,-24.555098,-132.36531,-15.332118,148.9967,-12.458679,-101.06267
11059799104.602,-24.540274,-132.74559,-15.32445,148.93997,-12.458282,-101.11084
11059799112.115,-24.557554,-132.55618,-15.312375,148.98889,-12.457397,-101.09071
11059799119.629,-24.614611,-132.60271,-15.333138,148.78835,-12.469265,-101.06076
11059799127.143,-24.579142,-132.49202,-15.336059,148.91142,-12.44978,-101.16026
11059799134.657,-24.622759,-132.56984,-15.318155,148.97331,-12.464427,-101.2784
11059799142.171,-24.622784,-132.58133,-15.291986,149.02019,-12.477675,-101.23348
11059799149.684,-24.686438,-132.24751,-15.303108,149.1702,-12.453714,-101.29997
11059799157.198,-24.672562,-132.33459,-15.290707,148.92265,-12.473487,-101.25634
11059799164.712,-24.618715,-132.44839,-15.288055,149.17917,-12.489911,-101.28383
11059799172.226,-24.624096,-132.28777,-15.297295,148.96777,-12.469186,-101.2571
11059799179.74,-24.598766,-132.74646,-15.310817,148.92531,-12.464281,-101.27337
11059799187.253,-24.543158,-132.80496,-15.322321,148.82245,-12.463547,-101.19919
11059799194.767,-24.585178,-132.67642,-15.328862,148.83247,-12.459636,-101.13145
11059799202.281,-24.508823,-132.71059,-15.357746,148.735,-12.465462,-101.08562
11059799209.795,-24.509314,-132.79597,-15.359837,148.68832,-12.487963,-101.27764
11059799217.309,-24.524811,-132.53238,-15.355949,148.93658,-12.45828,-101.19263
11059799224.823,-24.484697,-132.44691,-15.327611,148.84454,-12.467708,-101.17043
11059799232.336,-24.608191,-132.46071,-15.332876,148.94176,-12.479026,-101.26504
11059799239.85,-24.574522,-132.599,-15.325631,148.75897,-12.472376,-101.29565
11059799247.364,-24.582821,-132.22319,-15.312881,149.09233,-12.488498,-101.34015
11059799254.878,-24.612612,-132.1499,-15.325834,148.94992,-12.479254,-101.32883
11059799262.392,-24.645678,-132.54477,-15.340877,148.99451,-12.491508,-101.33434
11059799269.905,-24.584982,-132.86526,-15.348264,148.93977,-12.476416,-101.29348
11059799277.419,-24.529932,-132.89346,-15.346169,148.76384,-12.472333,-101.2274
11059799284.933,-24.492369,-133.34277,-15.37698,148.85716,-12.448417,-101.30161
11059799292.447,-24.448397,-133.02823,-15.370457,148.81638,-12.473924,-101.21208
11059799299.961,-24.438374,-133.04254,-15.386259,148.87442,-12.463926,-101.28506
11059799307.474,-24.401478,-132.77223,-15.392141,148.6078,-12.48842,-101.23374
11059799314.988,-24.468443,-132.53625,-15.370955,148.62547,-12.487494,-101.19569
11059799322.502,-24.461678,-132.63548,-15.347782,148.7148,-12.469825,-101.19379
11059799330.016,-24.556774,-132.3586,-15.364253,148.74179,-12.494665,-101.35513
11059799337.53,-24.577677,-132.99583,-15.358289,148.81483,-12.504185,-101.30988
11059799345.044,-24.601412,-132.72548,-15.352202,148.80386,-12.489686,-101.406
11059799352.557,-24.543823,-133.09135,-15.344931,148.88808,-12.503433,-101.37803
11059799360.071,-24.487972,-132.50883,-15.364273,148.81998,-12.499868,-101.38912
11059799367.585,-24.498154,-132.9684,-15.36385,148.69102,-12.49981,-101.33727
11059799375.099,-24.435425,-132.81996,-15.376401,148.76733,-12.484406,-101.29099
11059799382.613,-24.444431,-133.321,-15.379416,148.48268,-12.490921,-101.30756
11059799390.126,-24.354336,-133.323,-15.432405,148.56767,-12.481427,-101.24671
11059799397.64,-24.421169,-133.45508,-15.408531,148.5775,-12.481787,-101.24321
11059799405.154,-24.357674,-132.72386,-15.392102,148.59833,-12.482649,-101.28692
11059799412.668,-24.37628,-132.96677,-15.417192,148.61214,-12.485236,-101.3512
11059799420.182,-24.489519,-133.20033,-15.387575,148.70331,-12.496568,-101.42476
11059799427.695,-24.479435,-132.866,-15.374338,148.87318,-12.501505,-101.50757
11059799435.209,-24.4576,-132.9343,-15.353749,148.66576,-12.487761,-101.4125
11059799442.723,-24.486139,-132.92104,-15.379873,148.63849,-12.508384,-101.65399
11059799450.237,-24.512011,-132.84286,-15.380697,148.66441,-12.50003,-101.52316
11059799457.751,-24.436382,-133.27826,-15.372529,148.69467,-12.496381,-101.5029
11059799465.265,-24.369781,-133.3999,-15.404431,148.51047,-12.500426,-101.43867
11059799472.778,-24.361799,-133.1414,-15.421449,148.57666,-12.493567,-101.41456
11059799480.292,-24.355179,-133.56027,-15.445628,148.51453,-12.484778,-101.35111
11059799487.806,-24.36483,-133.51297,-15.460938,148.41234,-12.494118,-101.31852
11059799495.32,-24.342039,-133.98837,-15.448565,148.33632,-12.493773,-101.35508
11059799502.834,-24.335518,-133.60432,-15.435841,148.4982,-12.489012,-101.34386
11059799510.347,-24.358727,-133.43405,-15.404461,148.56871,-12.494703,-101.41488
11059799517.861,-24.390911,-133.19736,-15.42275,148.52377,-12.495132,-101.43919
11059799525.375,-24.439705,-133.40114,-15.385409,148.68094,-12.526219,-101.50536
11059799532.889,-24.463629,-132.92944,-15.373117,148.68336,-12.517108,-101.43785
11059799540.403,-24.446499,-133.27625,-15.397793,148.87291,-12.505617,-101.37926
11059799547.916,-24.419233,-133.10173,-15.38384,148.56721,-12.511436,-101.48635
11059799555.43,-24.384825,-133.55376,-15.394482,148.50223,-12.511831,-101.49606
11059799562.944,-24.29867,-133.24203,-15.427027,148.42407,-12.503257,-101.38554
11059799570.458,-24.276066,-133.88025,-15.443467,148.6678,-12.499888,-101.36063
11059799577.972,-24.334492,-133.80638,-15.467795,148.34787,-12.508718,-101.45267
11059799585.486,-24.311672,-133.54889,-15.44147,148.34029,-12.496553,-101.4823
11059799592.999,-24.30044,-133.59431,-15.458241,148.41736,-12.500374,-101.45078
11059799600.513,-24.231363,-133.58861,-15.469703,148.32297,-12.506874,-101.5004
11059799608.027,-24.391249,-133.46332,-15.426984,148.23892,-12.510669,-101.52933
11059799615.541,-24.333834,-133.54123,-15.408151,148.37103,-12.520275,-101.58527
11059799623.055,-24.378839,-133.25902,-15.416889,148.49962,-12.516169,-101.59499
11059799630.568,-24.376877,-133.16772,-15.416393,148.48889,-12.531839,-101.55088
11059799638.082,-24.362356,-133.29855,-15.415044,148.47571,-12.521236,-101.73135
11059799645.596,-24.336205,-133.60344,-15.449557,148.52667,-12.522314,-101.52721
11059799653.11,-24.311977,-133.57542,-15.44278,148.39764,-12.536338,-101.65594
11059799660.624,-24.28618,-134.01318,-15.468717,148.39778,-12.520098,-101.51874
11059799668.137,-24.2092,-134.32185,-15.491348,148.29665,-12.526312,-101.48836
11059799675.651,-24.206181,-134.19547,-15.47146,148.36887,-12.511603,-101.48453
11059799683.165,-24.176767,-134.07719,-15.481892,148.11061,-12.505389,-101.49067
11059799690.679,-24.223818,-133.90123,-15.471636,148.20708,-12.504819,-101.52765
11059799698.193,-24.216114,-133.79749,-15.461794,148.38707,-12.521037,-101.5269
11059799705.707,-24.320667,-133.45592,-15.447732,148.46056,-12.522317,-101.55955
11059799713.22,-24.25441,-133.25864,-15.426626,148.60684,-12.530338,-101.58036
11059799720.734,-24.333172,-133.15265,-15.435684,148.39874,-12.523458,-101.69798
11059799728.248,-24.37751,-133.50266,-15.447976,148.24568,-12.546603,-101.68724
11059799735.762,-24.30789,-133.54584,-15.43987,148.35551,-12.526393,-101.71785
11059799743.276,-24.228336,-133.51564,-15.45061,148.42232,-12.530933,-101.62292
11059799750.789,-24.19836,-134.30791,-15.477126,148.2598,-12.525652,-101.52005
11059799758.303,-24.193018,-134.2509,-15.500666,148.23459,-12.502294,-101.5221
11059799765.817,-24.14526,-134.47672,-15.500173,147.94193,-12.50321,-101.63773
11059799773.331,-24.188721,-134.36136,-15.514203,148.15685,-12.513476,-101.71911
11059799780.845,-24.208084,-133.92029,-15.529576,148.13536,-12.509635,-101.51705
11059799788.358,-24.25153,-134.10016,-15.516817,148.30959,-12.533644,-101.58551
11059799795.872,-24.243395,-134.0806,-15.456553,148.13235,-12.538458,-101.63905
11059799803.386,-24.247017,-133.84393,-15.472873,148.24199,-12.547782,-101.77918
11059799810.9,-24.26786,-134.2021,-15.433133,148.28453,-12.548255,-101.69481
11059799818.414,-24.222803,-133.83487,-15.450768,148.39104,-12.539878,-101.77908
11059799825.928,-24.295462,-134.05115,-15.48027,148.34184,-12.546871,-101.7594
11059799833.441,-24.243992,-133.98344,-15.479869,148.2765,-12.533266,-101.74124
11059799840.955,-24.162394,-134.30521,-15.486541,148.08569,-12.543859,-101.74469
11059799848.469,-24.159433,-134.24532,-15.520024,148.21564,-12.534879,-101.60846
11059799855.983,-24.167807,-134.45996,-15.545938,148.09947,-12.517323,-101.53651
11059799863.497,-24.119883,-134.64409,-15.540747,147.95218,-12.519921,-101.63561
11059799871.01,-24.130032,-134.46399,-15.535275,148.01866,-12.536143,-101.70101
11059799878.524,-24.161064,-134.63916,-15.530234,147.96651,-12.553332,-101.58331
11059799886.038,-24.148563,-133.98578,-15.509561,148.22476,-12.529327,-101.57327
11059799893.552,-24.19647,-134.27335,-15.474129,148.29417,-12.53849,-101.67838
11059799901.066,-24.22818,-134.04099,-15.472059,148.25914,-12.563725,-101.78312
11059799908.579,-24.232182,-133.79547,-15.476918,148.17908,-12.564161,-101.842
11059799916.093,-24.175594,-133.65678,-15.488255,148.24953,-12.540977,-101.76926
11059799923.607,-24.166449,-133.87393,-15.487685,148.27242,-12.556434,-101.71003
11059799931.121,-24.218826,-134.65054,-15.511147,148.1064,-12.540524,-101.72844
11059799938.635,-24.097128,-134.11702,-15.552519,147.90964,-12.567663,-101.78589
11059799946.149,-24.039497,-134.66495,-15.55601,147.97148,-12.536515,-101.78807
11059799953.662,-24.028976,-134.5354,-15.569074,147.98824,-12.547913,-101.72238
11059799961.176,-24.056068,-134.79649,-15.581751,147.88678,-12.540255,-101.59366
11059799968.69,-24.020809,-134.62828,-15.559501,148.0033,-12.539051,-101.7242
11059799976.204,-24.036102,-134.39577,-15.548488,147.90308,-12.547495,-101.68549
11059799983.718,-24.142733,-134.36342,-15.526148,148.10019,-12.555524,-101.83163
11059799991.231,-24.136282,-134.40182,-15.502622,148.1452,-12.567323,-101.7764
11059799998.745,-24.156292,-134.33081,-15.500632,148.0282,-12.582127,-101.86582
11059800006.259,-24.121353,-134.0882,-15.515991,148.11259,-12.571778,-101.92461
11059800013.773,-24.136711,-134.26126,-15.522018,148.06491,-12.557789,-101.9718
11059800021.287,-24.059549,-134.33797,-15.528089,147.99115,-12.570946,-101.79926
11059800028.8,-24.076464,-134.60635,-15.554932,147.95439,-12.571188,-101.78889
11059800036.314,-23.977095,-135.36598,-15.580455,147.95207,-12.586694,-101.76031
11059800043.828,-23.96468,-134.78511,-15.585466,147.73177,-12.557123,-101.71364
11059800051.342,-23.918238,-134.96529,-15.593319,147.64766,-12.561931,-101.71645
11059800058.856,-23.98093,-135.04997,-15.594131,147.60188,-12.540547,-101.73667
11059800066.37,-23.994591,-134.70592,-15.589067,147.98061,-12.556398,-101.69536
11059800073.883,-24.061998,-134.91495,-15.579353,147.85612,-12.553452,-101.87891
11059800081.397,-24.026304,-134.67209,-15.54552,147.72517,-12.572265,-101.83675
11059800088.911,-24.059307,-134.28236,-15.537137,148.09444,-12.587009,-101.85962
11059800096.425,-24.050941,-134.64134,-15.557144,148.03165,-12.572548,-101.93528
11059800103.939,-24.058001,-134.53697,-15.553858,148.07188,-12.56056,-101.89348
11059800111.452,-24.068535,-134.58395,-15.558785,147.85938,-12.585699,-101.99046
11059800118.966,-24.038511,-134.7973,-15.548305,147.849,-12.57818,-101.93628
11059800126.48,-23.910694,-135.16029,-15.601891,147.74533,-12.576071,-101.87495
11059800133.994,-23.948523,-134.91145,-15.603743,147.75604,-12.576158,-101.8043
11059800141.508,-23.844128,-135.13268,-15.605506,147.6913,-12.570991,-101.75411
11059800149.021,-23.92581,-135.40138,-15.630489,147.60471,-12.555871,-101.82867
11059800156.535,-23.922159,-134.96346,-15.617488,147.69206,-12.556087,-101.80524
